,TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P1_TO_P6,P1_TO_P7,P1_TO_P8,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P2_TO_P6,P2_TO_P7,P2_TO_P8,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P3_TO_P6,P3_TO_P7,P3_TO_P8,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P4_TO_P6,P4_TO_P7,P4_TO_P8,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5,P5_TO_P6,P5_TO_P7,P5_TO_P8,P6_TO_LAPTOP,P6_TO_P1,P6_TO_P2,P6_TO_P3,P6_TO_P4,P6_TO_P5,P6_TO_P6,P6_TO_P7,P6_TO_P8,P7_TO_LAPTOP,P7_TO_P1,P7_TO_P2,P7_TO_P3,P7_TO_P4,P7_TO_P5,P7_TO_P6,P7_TO_P7,P7_TO_P8,P8_TO_LAPTOP,P8_TO_P1,P8_TO_P2,P8_TO_P3,P8_TO_P4,P8_TO_P5,P8_TO_P6,P8_TO_P7,P8_TO_P8
1462,1462,0.04,0.0,0.36,0.12,0.34,0.07,0.04,0.0,0.04,0.03,0.01,0.0,0.02,0.62,0.15,0.01,0.09,0.07,0.01,0.11,0.64,0.0,0.08,0.08,0.01,0.02,0.04,0.05,0.11,0.11,0.42,0.0,0.05,0.08,0.1,0.07,0.03,0.2,0.25,0.13,0.19,0.0,0.1,0.04,0.05,0.02,0.15,0.06,0.31,0.17,0.13,0.0,0.08,0.08,0.03,0.59,0.06,0.08,0.1,0.11,0.0,0.0,0.03,0.0,0.05,0.04,0.14,0.23,0.31,0.08,0.16,0.0
1463,1463,0.02,0.0,0.3,0.52,0.09,0.03,0.03,0.0,0.02,0.04,0.03,0.0,0.18,0.27,0.34,0.07,0.04,0.03,0.01,0.17,0.6,0.0,0.08,0.07,0.01,0.02,0.03,0.0,0.04,0.1,0.75,0.0,0.01,0.05,0.03,0.03,0.02,0.26,0.33,0.16,0.12,0.0,0.05,0.03,0.03,0.03,0.09,0.17,0.25,0.18,0.08,0.0,0.09,0.11,0.02,0.26,0.05,0.37,0.12,0.13,0.02,0.0,0.04,0.0,0.15,0.05,0.42,0.18,0.09,0.02,0.09,0.0
1464,1464,0.02,0.0,0.35,0.4,0.14,0.04,0.02,0.0,0.02,0.02,0.01,0.0,0.34,0.4,0.11,0.03,0.06,0.03,0.01,0.24,0.46,0.0,0.12,0.09,0.01,0.02,0.05,0.0,0.05,0.51,0.31,0.0,0.01,0.03,0.06,0.02,0.0,0.02,0.71,0.07,0.1,0.0,0.05,0.01,0.03,0.02,0.07,0.12,0.29,0.2,0.11,0.0,0.09,0.11,0.03,0.24,0.1,0.32,0.12,0.13,0.02,0.0,0.04,0.0,0.33,0.15,0.22,0.11,0.11,0.01,0.06,0.0
1465,1465,0.0,0.0,0.01,0.92,0.03,0.01,0.01,0.0,0.01,0.01,0.02,0.0,0.61,0.22,0.06,0.01,0.03,0.04,0.05,0.05,0.06,0.0,0.49,0.16,0.02,0.03,0.13,0.04,0.06,0.02,0.72,0.0,0.02,0.02,0.08,0.04,0.01,0.06,0.38,0.35,0.14,0.0,0.03,0.02,0.01,0.0,0.0,0.01,0.94,0.01,0.01,0.0,0.0,0.02,0.0,0.06,0.02,0.76,0.05,0.07,0.01,0.0,0.03,0.0,0.01,0.02,0.84,0.08,0.02,0.0,0.03,0.0
1466,1466,0.03,0.0,0.05,0.65,0.15,0.06,0.03,0.0,0.03,0.01,0.0,0.0,0.75,0.15,0.04,0.01,0.02,0.02,0.01,0.2,0.06,0.0,0.2,0.23,0.13,0.05,0.12,0.0,0.02,0.02,0.94,0.0,0.0,0.01,0.0,0.01,0.0,0.02,0.06,0.82,0.05,0.0,0.02,0.01,0.01,0.0,0.01,0.0,0.55,0.11,0.31,0.0,0.0,0.02,0.0,0.12,0.05,0.38,0.14,0.22,0.02,0.0,0.08,0.0,0.02,0.02,0.78,0.1,0.03,0.0,0.05,0.0
1467,1467,0.04,0.0,0.25,0.23,0.36,0.07,0.03,0.0,0.02,0.02,0.0,0.0,0.35,0.48,0.06,0.01,0.05,0.03,0.0,0.48,0.27,0.0,0.09,0.11,0.01,0.03,0.02,0.0,0.03,0.08,0.82,0.0,0.01,0.03,0.02,0.02,0.02,0.05,0.04,0.61,0.15,0.0,0.06,0.02,0.05,0.01,0.06,0.1,0.54,0.11,0.07,0.0,0.04,0.06,0.02,0.14,0.05,0.26,0.17,0.25,0.01,0.0,0.1,0.0,0.04,0.04,0.57,0.17,0.09,0.01,0.08,0.0
1468,1468,0.04,0.0,0.21,0.24,0.27,0.12,0.08,0.0,0.05,0.03,0.01,0.0,0.05,0.56,0.2,0.03,0.07,0.05,0.01,0.17,0.61,0.0,0.07,0.08,0.01,0.02,0.03,0.02,0.09,0.06,0.25,0.0,0.19,0.18,0.12,0.09,0.04,0.3,0.09,0.15,0.18,0.0,0.14,0.06,0.04,0.0,0.02,0.03,0.63,0.12,0.11,0.0,0.03,0.06,0.02,0.15,0.06,0.16,0.21,0.27,0.01,0.0,0.13,0.0,0.03,0.03,0.27,0.31,0.22,0.04,0.09,0.0
1469,1469,0.04,0.0,0.06,0.09,0.32,0.23,0.12,0.04,0.09,0.03,0.02,0.0,0.02,0.38,0.31,0.06,0.09,0.09,0.01,0.35,0.41,0.0,0.08,0.1,0.0,0.02,0.02,0.05,0.07,0.02,0.1,0.0,0.45,0.08,0.13,0.1,0.04,0.14,0.06,0.3,0.29,0.0,0.08,0.04,0.05,0.01,0.04,0.12,0.51,0.14,0.05,0.0,0.05,0.08,0.01,0.24,0.28,0.14,0.1,0.15,0.02,0.0,0.05,0.0,0.55,0.08,0.12,0.08,0.11,0.01,0.04,0.0
1470,1470,0.04,0.0,0.61,0.09,0.13,0.05,0.04,0.0,0.03,0.05,0.03,0.0,0.03,0.32,0.37,0.09,0.07,0.04,0.01,0.04,0.74,0.0,0.07,0.06,0.01,0.01,0.04,0.0,0.09,0.43,0.3,0.0,0.03,0.05,0.06,0.03,0.04,0.05,0.14,0.46,0.15,0.0,0.08,0.03,0.05,0.03,0.16,0.18,0.2,0.19,0.07,0.0,0.07,0.09,0.03,0.51,0.13,0.07,0.11,0.11,0.0,0.0,0.04,0.0,0.54,0.14,0.08,0.08,0.11,0.01,0.04,0.0
1471,1471,0.03,0.0,0.49,0.26,0.1,0.05,0.04,0.0,0.03,0.04,0.03,0.0,0.02,0.32,0.27,0.13,0.12,0.07,0.01,0.04,0.75,0.0,0.07,0.06,0.01,0.01,0.04,0.0,0.03,0.26,0.6,0.0,0.01,0.04,0.03,0.03,0.05,0.1,0.15,0.26,0.21,0.0,0.11,0.05,0.07,0.03,0.27,0.15,0.1,0.17,0.12,0.0,0.07,0.09,0.03,0.52,0.08,0.08,0.12,0.12,0.01,0.0,0.04,0.0,0.5,0.11,0.09,0.1,0.12,0.02,0.05,0.0
1472,1472,0.03,0.0,0.56,0.19,0.12,0.03,0.03,0.0,0.03,0.02,0.01,0.0,0.02,0.62,0.19,0.02,0.08,0.05,0.02,0.05,0.75,0.0,0.06,0.06,0.01,0.01,0.04,0.0,0.04,0.13,0.74,0.0,0.0,0.05,0.02,0.03,0.02,0.06,0.06,0.63,0.1,0.0,0.06,0.01,0.06,0.02,0.33,0.06,0.04,0.2,0.19,0.0,0.08,0.08,0.03,0.61,0.06,0.06,0.11,0.1,0.0,0.0,0.02,0.0,0.57,0.12,0.1,0.05,0.1,0.02,0.04,0.0
1473,1473,0.02,0.0,0.38,0.43,0.09,0.03,0.03,0.0,0.02,0.03,0.01,0.0,0.02,0.58,0.21,0.03,0.08,0.04,0.02,0.07,0.73,0.0,0.06,0.06,0.01,0.02,0.04,0.0,0.03,0.15,0.73,0.0,0.0,0.04,0.02,0.03,0.02,0.04,0.46,0.24,0.14,0.0,0.05,0.01,0.04,0.01,0.04,0.12,0.33,0.21,0.18,0.0,0.05,0.07,0.03,0.54,0.1,0.08,0.1,0.12,0.0,0.0,0.03,0.0,0.56,0.15,0.09,0.05,0.1,0.01,0.04,0.0
1474,1474,0.04,0.0,0.07,0.17,0.26,0.23,0.12,0.03,0.08,0.04,0.03,0.0,0.04,0.32,0.33,0.07,0.1,0.06,0.03,0.1,0.68,0.0,0.06,0.07,0.01,0.02,0.05,0.0,0.02,0.16,0.72,0.0,0.0,0.05,0.02,0.03,0.01,0.04,0.19,0.55,0.11,0.0,0.04,0.0,0.04,0.03,0.03,0.06,0.17,0.37,0.18,0.0,0.09,0.08,0.03,0.49,0.15,0.08,0.1,0.12,0.0,0.0,0.03,0.0,0.61,0.08,0.12,0.06,0.06,0.01,0.05,0.0
1475,1475,0.04,0.0,0.04,0.09,0.46,0.16,0.1,0.02,0.1,0.03,0.03,0.0,0.03,0.3,0.41,0.05,0.09,0.05,0.01,0.17,0.63,0.0,0.07,0.06,0.0,0.02,0.04,0.02,0.06,0.02,0.08,0.0,0.09,0.63,0.02,0.1,0.03,0.07,0.15,0.45,0.16,0.0,0.07,0.02,0.05,0.02,0.16,0.04,0.15,0.22,0.24,0.0,0.08,0.09,0.03,0.6,0.06,0.07,0.1,0.11,0.0,0.0,0.03,0.0,0.6,0.09,0.1,0.07,0.08,0.01,0.05,0.0
1476,1476,0.03,0.0,0.05,0.18,0.48,0.12,0.08,0.02,0.05,0.01,0.06,0.0,0.02,0.18,0.54,0.07,0.09,0.03,0.01,0.37,0.31,0.0,0.1,0.08,0.01,0.03,0.09,0.01,0.06,0.01,0.05,0.0,0.05,0.72,0.02,0.09,0.04,0.09,0.28,0.17,0.22,0.0,0.1,0.05,0.06,0.02,0.25,0.04,0.03,0.32,0.05,0.0,0.08,0.22,0.03,0.23,0.06,0.11,0.15,0.21,0.13,0.0,0.08,0.0,0.58,0.1,0.07,0.09,0.08,0.03,0.05,0.0
1477,1477,0.03,0.0,0.05,0.1,0.47,0.15,0.08,0.02,0.1,0.02,0.01,0.0,0.02,0.56,0.25,0.03,0.05,0.05,0.01,0.04,0.03,0.0,0.19,0.11,0.03,0.26,0.33,0.01,0.11,0.08,0.5,0.0,0.06,0.13,0.06,0.05,0.02,0.07,0.35,0.13,0.27,0.0,0.07,0.03,0.07,0.02,0.37,0.04,0.03,0.25,0.08,0.0,0.07,0.14,0.03,0.11,0.04,0.08,0.34,0.24,0.07,0.0,0.1,0.0,0.5,0.06,0.06,0.2,0.11,0.03,0.05,0.0
1478,1478,0.05,0.0,0.08,0.09,0.38,0.11,0.12,0.0,0.18,0.03,0.01,0.0,0.17,0.57,0.1,0.01,0.07,0.05,0.01,0.17,0.39,0.0,0.16,0.09,0.03,0.05,0.1,0.0,0.04,0.07,0.74,0.0,0.02,0.06,0.04,0.02,0.02,0.05,0.44,0.17,0.17,0.0,0.07,0.03,0.05,0.02,0.4,0.05,0.1,0.18,0.1,0.0,0.06,0.08,0.01,0.08,0.02,0.05,0.14,0.21,0.44,0.0,0.04,0.0,0.58,0.09,0.07,0.11,0.09,0.02,0.04,0.0
1479,1479,0.05,0.0,0.06,0.08,0.41,0.15,0.1,0.01,0.12,0.02,0.0,0.0,0.08,0.65,0.1,0.01,0.07,0.05,0.02,0.01,0.02,0.0,0.46,0.3,0.06,0.07,0.07,0.03,0.21,0.07,0.36,0.0,0.07,0.1,0.1,0.06,0.01,0.13,0.35,0.19,0.21,0.0,0.04,0.01,0.05,0.03,0.05,0.1,0.26,0.24,0.13,0.0,0.09,0.1,0.01,0.08,0.02,0.03,0.17,0.18,0.47,0.0,0.05,0.0,0.54,0.08,0.06,0.17,0.08,0.03,0.04,0.0
1480,1480,0.04,0.0,0.31,0.22,0.27,0.08,0.04,0.0,0.04,0.02,0.01,0.0,0.25,0.47,0.11,0.02,0.07,0.04,0.01,0.12,0.4,0.0,0.15,0.1,0.02,0.09,0.12,0.01,0.37,0.06,0.32,0.0,0.07,0.07,0.05,0.05,0.02,0.04,0.06,0.55,0.19,0.0,0.07,0.02,0.05,0.03,0.07,0.12,0.1,0.25,0.17,0.0,0.13,0.12,0.01,0.08,0.45,0.13,0.1,0.15,0.0,0.0,0.06,0.0,0.16,0.05,0.15,0.3,0.18,0.04,0.13,0.0
1481,1481,0.04,0.0,0.49,0.2,0.15,0.04,0.04,0.0,0.03,0.03,0.01,0.0,0.02,0.63,0.15,0.01,0.09,0.06,0.01,0.05,0.76,0.0,0.06,0.06,0.01,0.01,0.04,0.02,0.48,0.09,0.21,0.0,0.04,0.07,0.05,0.05,0.02,0.08,0.32,0.27,0.16,0.0,0.06,0.01,0.07,0.02,0.04,0.12,0.33,0.23,0.11,0.0,0.07,0.07,0.0,0.03,0.67,0.12,0.02,0.11,0.0,0.0,0.05,0.0,0.42,0.14,0.15,0.09,0.12,0.02,0.06,0.0
1482,1482,0.05,0.0,0.28,0.26,0.2,0.09,0.07,0.01,0.05,0.02,0.04,0.0,0.23,0.3,0.13,0.06,0.16,0.05,0.01,0.1,0.5,0.0,0.08,0.07,0.01,0.15,0.07,0.01,0.23,0.12,0.37,0.0,0.04,0.09,0.08,0.05,0.05,0.11,0.06,0.23,0.26,0.0,0.09,0.03,0.17,0.01,0.28,0.04,0.28,0.15,0.14,0.0,0.03,0.07,0.02,0.05,0.41,0.2,0.12,0.12,0.02,0.0,0.05,0.0,0.59,0.1,0.1,0.07,0.08,0.01,0.05,0.0
1483,1483,0.04,0.0,0.04,0.05,0.22,0.43,0.1,0.04,0.09,0.03,0.03,0.0,0.06,0.41,0.26,0.05,0.11,0.05,0.01,0.27,0.23,0.0,0.12,0.08,0.01,0.03,0.25,0.01,0.07,0.23,0.55,0.0,0.02,0.05,0.05,0.03,0.02,0.11,0.41,0.14,0.17,0.0,0.05,0.02,0.09,0.03,0.09,0.06,0.25,0.2,0.15,0.0,0.09,0.13,0.04,0.3,0.11,0.1,0.22,0.13,0.05,0.0,0.05,0.0,0.2,0.04,0.08,0.21,0.22,0.16,0.09,0.0
1484,1484,0.04,0.0,0.05,0.08,0.21,0.3,0.14,0.06,0.12,0.04,0.04,0.0,0.05,0.34,0.23,0.07,0.17,0.06,0.01,0.07,0.71,0.0,0.07,0.07,0.01,0.02,0.04,0.02,0.23,0.08,0.17,0.0,0.05,0.33,0.05,0.07,0.02,0.04,0.59,0.12,0.13,0.0,0.06,0.02,0.04,0.04,0.08,0.07,0.14,0.23,0.15,0.0,0.12,0.17,0.03,0.61,0.06,0.07,0.09,0.11,0.0,0.0,0.03,0.0,0.04,0.0,0.06,0.13,0.13,0.37,0.26,0.0
1485,1485,0.04,0.0,0.11,0.2,0.43,0.11,0.06,0.0,0.05,0.03,0.04,0.0,0.07,0.32,0.33,0.06,0.1,0.06,0.01,0.09,0.68,0.0,0.08,0.07,0.01,0.02,0.04,0.03,0.18,0.04,0.08,0.0,0.08,0.39,0.12,0.08,0.02,0.05,0.12,0.52,0.16,0.0,0.06,0.01,0.05,0.03,0.03,0.05,0.08,0.37,0.28,0.0,0.07,0.08,0.03,0.54,0.13,0.08,0.08,0.11,0.0,0.0,0.04,0.02,0.17,0.04,0.15,0.19,0.21,0.08,0.13,0.0
1486,1486,0.05,0.0,0.06,0.14,0.17,0.18,0.3,0.04,0.07,0.02,0.03,0.0,0.02,0.17,0.27,0.26,0.18,0.04,0.01,0.13,0.22,0.0,0.29,0.17,0.03,0.07,0.08,0.02,0.31,0.15,0.21,0.0,0.06,0.11,0.09,0.06,0.01,0.04,0.32,0.42,0.11,0.0,0.04,0.01,0.05,0.53,0.03,0.0,0.05,0.08,0.19,0.0,0.04,0.07,0.03,0.21,0.08,0.26,0.15,0.16,0.07,0.0,0.04,0.01,0.44,0.07,0.13,0.14,0.11,0.03,0.07,0.0
1487,1487,0.04,0.0,0.08,0.14,0.29,0.25,0.1,0.01,0.08,0.02,0.03,0.0,0.02,0.13,0.16,0.4,0.19,0.04,0.0,0.48,0.22,0.0,0.11,0.13,0.01,0.03,0.03,0.0,0.14,0.16,0.53,0.0,0.02,0.06,0.05,0.04,0.01,0.01,0.78,0.02,0.11,0.0,0.04,0.0,0.03,0.26,0.02,0.01,0.04,0.14,0.44,0.0,0.03,0.06,0.02,0.08,0.04,0.24,0.19,0.17,0.18,0.0,0.07,0.03,0.07,0.02,0.3,0.29,0.15,0.03,0.11,0.0
1488,1488,0.05,0.0,0.33,0.19,0.25,0.08,0.05,0.0,0.05,0.02,0.03,0.0,0.02,0.14,0.36,0.36,0.05,0.03,0.0,0.29,0.26,0.0,0.14,0.1,0.02,0.06,0.12,0.01,0.58,0.12,0.07,0.0,0.03,0.07,0.06,0.05,0.01,0.09,0.55,0.08,0.17,0.0,0.05,0.01,0.04,0.02,0.04,0.04,0.05,0.37,0.12,0.0,0.08,0.27,0.03,0.12,0.04,0.13,0.45,0.12,0.04,0.0,0.07,0.08,0.07,0.01,0.29,0.31,0.12,0.04,0.08,0.0
1489,1489,0.27,0.0,0.03,0.19,0.13,0.09,0.11,0.12,0.07,0.02,0.02,0.0,0.02,0.54,0.25,0.04,0.06,0.05,0.01,0.15,0.06,0.0,0.13,0.08,0.02,0.16,0.38,0.14,0.13,0.05,0.21,0.0,0.12,0.09,0.12,0.14,0.18,0.35,0.1,0.06,0.17,0.0,0.06,0.03,0.05,0.01,0.02,0.03,0.08,0.61,0.1,0.0,0.05,0.1,0.01,0.11,0.01,0.05,0.28,0.5,0.01,0.0,0.03,0.03,0.05,0.01,0.18,0.4,0.21,0.04,0.09,0.0
1490,1490,0.02,0.0,0.02,0.08,0.1,0.05,0.1,0.54,0.09,0.02,0.0,0.0,0.21,0.56,0.07,0.02,0.06,0.04,0.0,0.39,0.18,0.0,0.14,0.14,0.02,0.04,0.1,0.01,0.05,0.02,0.11,0.0,0.07,0.35,0.3,0.09,0.0,0.02,0.76,0.05,0.11,0.0,0.02,0.0,0.03,0.01,0.03,0.02,0.16,0.49,0.06,0.0,0.06,0.17,0.03,0.39,0.04,0.1,0.12,0.26,0.01,0.0,0.05,0.0,0.02,0.01,0.04,0.23,0.38,0.19,0.13,0.0
1491,1491,0.04,0.0,0.06,0.11,0.35,0.12,0.23,0.02,0.07,0.02,0.02,0.0,0.02,0.33,0.19,0.31,0.08,0.03,0.0,0.42,0.33,0.0,0.09,0.11,0.0,0.02,0.02,0.01,0.33,0.07,0.14,0.0,0.13,0.18,0.07,0.07,0.01,0.02,0.78,0.02,0.12,0.0,0.04,0.0,0.03,0.02,0.24,0.04,0.08,0.16,0.18,0.0,0.06,0.23,0.02,0.07,0.04,0.31,0.19,0.17,0.12,0.0,0.07,0.0,0.03,0.02,0.03,0.22,0.48,0.13,0.1,0.0
1492,1492,0.03,0.0,0.26,0.33,0.23,0.07,0.05,0.0,0.03,0.02,0.04,0.0,0.02,0.17,0.42,0.23,0.07,0.03,0.01,0.29,0.27,0.0,0.12,0.11,0.01,0.11,0.08,0.01,0.43,0.16,0.11,0.0,0.04,0.11,0.09,0.06,0.03,0.08,0.55,0.06,0.16,0.0,0.07,0.02,0.05,0.02,0.06,0.06,0.48,0.17,0.09,0.0,0.05,0.08,0.02,0.08,0.05,0.33,0.26,0.14,0.07,0.0,0.06,0.0,0.39,0.08,0.1,0.14,0.17,0.03,0.08,0.0
1493,1493,0.02,0.0,0.1,0.54,0.2,0.06,0.05,0.0,0.03,0.01,0.01,0.0,0.02,0.11,0.04,0.65,0.11,0.05,0.01,0.23,0.07,0.0,0.17,0.09,0.02,0.05,0.37,0.01,0.43,0.15,0.14,0.0,0.03,0.11,0.07,0.06,0.03,0.07,0.4,0.1,0.21,0.0,0.09,0.04,0.05,0.01,0.01,0.02,0.31,0.16,0.41,0.0,0.02,0.06,0.01,0.03,0.33,0.35,0.12,0.1,0.02,0.0,0.05,0.0,0.07,0.03,0.27,0.3,0.22,0.04,0.08,0.0
1494,1494,0.03,0.0,0.09,0.05,0.36,0.33,0.07,0.02,0.06,0.02,0.02,0.0,0.2,0.3,0.14,0.12,0.15,0.06,0.01,0.02,0.03,0.0,0.12,0.24,0.03,0.39,0.17,0.01,0.56,0.08,0.05,0.0,0.22,0.04,0.02,0.03,0.01,0.01,0.74,0.04,0.15,0.0,0.02,0.0,0.04,0.01,0.0,0.0,0.02,0.15,0.75,0.0,0.02,0.06,0.01,0.11,0.01,0.03,0.18,0.26,0.34,0.0,0.06,0.0,0.03,0.02,0.06,0.36,0.34,0.1,0.1,0.0
1495,1495,0.04,0.0,0.21,0.17,0.26,0.15,0.09,0.02,0.07,0.03,0.05,0.0,0.12,0.13,0.13,0.03,0.43,0.08,0.01,0.26,0.26,0.0,0.13,0.17,0.03,0.08,0.05,0.01,0.36,0.06,0.13,0.0,0.05,0.27,0.05,0.07,0.01,0.02,0.7,0.05,0.13,0.0,0.04,0.0,0.04,0.04,0.05,0.04,0.16,0.35,0.12,0.0,0.14,0.09,0.02,0.08,0.03,0.29,0.17,0.14,0.21,0.0,0.06,0.0,0.02,0.02,0.08,0.36,0.35,0.07,0.09,0.0
1496,1496,0.05,0.0,0.45,0.2,0.14,0.06,0.05,0.01,0.04,0.02,0.05,0.0,0.03,0.18,0.18,0.27,0.11,0.17,0.01,0.4,0.2,0.0,0.11,0.1,0.02,0.03,0.14,0.03,0.09,0.39,0.13,0.0,0.06,0.13,0.06,0.11,0.04,0.09,0.32,0.12,0.23,0.0,0.11,0.03,0.07,0.02,0.21,0.04,0.04,0.21,0.07,0.0,0.08,0.33,0.02,0.36,0.05,0.14,0.11,0.28,0.0,0.0,0.04,0.0,0.02,0.01,0.06,0.32,0.4,0.09,0.09,0.0
1497,1497,0.06,0.0,0.07,0.11,0.1,0.09,0.42,0.06,0.1,0.02,0.02,0.0,0.04,0.24,0.27,0.27,0.08,0.05,0.01,0.37,0.1,0.0,0.12,0.08,0.02,0.03,0.27,0.0,0.12,0.56,0.09,0.0,0.05,0.04,0.08,0.07,0.02,0.04,0.51,0.06,0.14,0.0,0.19,0.02,0.04,0.04,0.13,0.03,0.06,0.2,0.25,0.0,0.07,0.22,0.03,0.56,0.06,0.1,0.08,0.12,0.0,0.0,0.05,0.0,0.03,0.02,0.08,0.37,0.34,0.07,0.1,0.0
1498,1498,0.06,0.0,0.13,0.18,0.09,0.06,0.28,0.01,0.21,0.03,0.01,0.0,0.02,0.64,0.17,0.02,0.07,0.05,0.0,0.56,0.15,0.0,0.13,0.11,0.01,0.02,0.03,0.01,0.41,0.08,0.33,0.0,0.03,0.06,0.05,0.03,0.02,0.29,0.14,0.11,0.24,0.0,0.1,0.03,0.07,0.02,0.03,0.03,0.11,0.38,0.32,0.0,0.04,0.08,0.02,0.43,0.08,0.05,0.13,0.12,0.01,0.0,0.16,0.0,0.03,0.02,0.09,0.53,0.2,0.05,0.08,0.0
1499,1499,0.02,0.0,0.31,0.21,0.18,0.12,0.09,0.0,0.05,0.03,0.01,0.0,0.12,0.62,0.09,0.02,0.07,0.04,0.01,0.22,0.54,0.0,0.1,0.08,0.01,0.02,0.03,0.02,0.1,0.1,0.53,0.0,0.04,0.09,0.08,0.04,0.03,0.25,0.22,0.1,0.2,0.0,0.09,0.04,0.06,0.03,0.04,0.31,0.11,0.29,0.09,0.0,0.07,0.07,0.01,0.1,0.03,0.07,0.13,0.11,0.01,0.0,0.53,0.0,0.24,0.06,0.12,0.27,0.19,0.03,0.08,0.0
1500,1500,0.04,0.0,0.62,0.09,0.12,0.05,0.04,0.0,0.04,0.02,0.01,0.0,0.38,0.36,0.08,0.03,0.06,0.06,0.01,0.29,0.5,0.0,0.08,0.08,0.01,0.02,0.02,0.0,0.18,0.07,0.62,0.0,0.01,0.05,0.04,0.02,0.04,0.08,0.18,0.12,0.3,0.0,0.13,0.06,0.08,0.03,0.02,0.22,0.06,0.5,0.08,0.0,0.05,0.05,0.03,0.09,0.03,0.42,0.11,0.12,0.01,0.0,0.2,0.0,0.6,0.07,0.08,0.07,0.13,0.01,0.03,0.0
1501,1501,0.04,0.0,0.21,0.1,0.43,0.12,0.05,0.01,0.04,0.58,0.05,0.0,0.02,0.14,0.08,0.03,0.08,0.02,0.0,0.44,0.32,0.0,0.09,0.09,0.01,0.02,0.02,0.0,0.48,0.08,0.28,0.0,0.02,0.06,0.04,0.04,0.01,0.06,0.5,0.08,0.21,0.0,0.06,0.02,0.06,0.04,0.02,0.12,0.06,0.52,0.11,0.0,0.03,0.1,0.03,0.23,0.04,0.14,0.33,0.16,0.01,0.0,0.06,0.0,0.49,0.07,0.07,0.21,0.1,0.02,0.04,0.0
1502,1502,0.02,0.0,0.06,0.41,0.37,0.07,0.05,0.0,0.03,0.03,0.02,0.0,0.02,0.39,0.15,0.21,0.11,0.06,0.0,0.51,0.22,0.0,0.12,0.09,0.01,0.02,0.02,0.04,0.09,0.04,0.26,0.0,0.17,0.11,0.08,0.2,0.03,0.07,0.23,0.25,0.22,0.0,0.09,0.04,0.07,0.03,0.01,0.04,0.05,0.69,0.09,0.0,0.03,0.05,0.01,0.08,0.48,0.1,0.16,0.11,0.02,0.0,0.04,0.0,0.43,0.06,0.1,0.25,0.11,0.01,0.04,0.0
1503,1503,0.03,0.0,0.36,0.34,0.14,0.06,0.04,0.0,0.03,0.02,0.01,0.0,0.03,0.4,0.23,0.2,0.06,0.05,0.0,0.55,0.18,0.0,0.09,0.11,0.01,0.03,0.02,0.08,0.1,0.02,0.16,0.0,0.18,0.1,0.09,0.26,0.03,0.07,0.41,0.12,0.2,0.0,0.07,0.05,0.06,0.03,0.03,0.05,0.48,0.24,0.06,0.0,0.04,0.07,0.03,0.55,0.09,0.08,0.08,0.12,0.0,0.0,0.05,0.0,0.61,0.09,0.11,0.06,0.06,0.01,0.06,0.0
1504,1504,0.02,0.0,0.2,0.52,0.12,0.07,0.05,0.0,0.02,0.03,0.0,0.0,0.02,0.72,0.09,0.02,0.08,0.04,0.01,0.1,0.65,0.0,0.07,0.08,0.02,0.02,0.05,0.15,0.17,0.05,0.22,0.0,0.08,0.13,0.12,0.08,0.04,0.07,0.34,0.11,0.25,0.0,0.09,0.05,0.06,0.04,0.25,0.05,0.15,0.24,0.08,0.0,0.08,0.11,0.03,0.33,0.08,0.17,0.16,0.17,0.01,0.0,0.05,0.0,0.61,0.08,0.07,0.06,0.11,0.01,0.04,0.0
1505,1505,0.03,0.0,0.34,0.31,0.16,0.07,0.05,0.0,0.03,0.04,0.01,0.0,0.05,0.54,0.15,0.03,0.11,0.07,0.01,0.13,0.66,0.0,0.08,0.06,0.01,0.02,0.04,0.07,0.15,0.05,0.13,0.0,0.1,0.14,0.27,0.09,0.05,0.07,0.15,0.13,0.34,0.0,0.13,0.07,0.06,0.05,0.09,0.09,0.1,0.29,0.11,0.0,0.12,0.14,0.03,0.37,0.05,0.08,0.18,0.22,0.01,0.0,0.06,0.0,0.61,0.08,0.08,0.06,0.11,0.01,0.05,0.0
1506,1506,0.05,0.0,0.64,0.06,0.13,0.05,0.03,0.0,0.04,0.02,0.01,0.0,0.24,0.5,0.08,0.02,0.08,0.03,0.01,0.05,0.74,0.0,0.07,0.06,0.01,0.01,0.04,0.02,0.09,0.07,0.56,0.0,0.06,0.08,0.06,0.06,0.02,0.06,0.37,0.11,0.25,0.0,0.11,0.04,0.05,0.05,0.16,0.08,0.09,0.26,0.09,0.0,0.12,0.15,0.03,0.6,0.07,0.08,0.08,0.08,0.0,0.0,0.05,0.0,0.6,0.08,0.08,0.06,0.12,0.01,0.05,0.0
